sid,run_num,stim_file,onset,offset,ratings,ratings_onset,ratings_offset,response_time,jitter_after_video,jitter_after_rating
s03,2,EltonJohn.wav,10.0331920000026,40.276523458989686,5,45.28383570899314,48.287992958998075,0.39723258299636655,5,5
s03,2,CurtisHarding.wav,53.29365258399048,83.31421408399183,3,88.32172595900192,91.33796579200134,0.6613130420009838,5,5
s03,2,Strokes.wav,96.34393079199072,126.3582597499917,5,129.36566774999665,132.36972954199882,0.4733662920043571,3,3
s03,2,Muse.wav,135.3754667089961,165.38667966698995,2,172.3941359169985,175.39777029199468,0.542555457999697,7,7
s03,2,Chainsmokers.wav,182.40375250000216,212.6154797499912,3,219.62287604199082,222.62668645899976,0.5485869590047514,7,7
s03,2,TaylorSwift.wav,229.63243020899245,259.64914924999175,3,262.65641341700393,265.6781350419915,0.7881494589964859,3,3
s03,2,KateBush.wav,268.6836535420007,298.69281566700374,3,303.6996607500041,306.7031074589904,0.4482192079885863,5,5
s03,2,MaxRichter.wav,311.70791970899154,341.7180064169952,3,348.7252782919968,351.74832537499606,0.5348257919977186,7,7
s03,2,Paramore.wav,358.75412974999927,388.76449687499553,2,395.77163754199864,398.79254554198997,0.6746665410028072,7,7
s03,2,Dilla.wav,405.7982107919961,435.80852987499384,2,440.81548608400044,443.8373643340019,0.7957174170005601,5,5
s03,2,NeilYoung.wav,448.8432445840008,478.853570124993,3,481.8607201669947,484.8646337090031,0.5792219169961754,3,3
s03,2,Donnie&JoeEmerson.wav,487.87018362499657,517.8800490419962,3,520.8873747500038,523.8915373749915,0.46509737501037307,3,3
