sid,run_num,stim_file,onset,offset,ratings,ratings_onset,ratings_offset,response_time,jitter_after_video,jitter_after_rating
s01,1,America.wav,10.027333416997863,40.27089170800173,3,45.27791212499869,48.281034833002195,1.62397229099588,5,5
s01,1,ArcadeFire.wav,53.2866590420017,83.30349683300301,2,90.32624662500166,93.3304017920018,1.438347374998557,7,7
s01,1,SaintMotel.wav,100.33599249999679,130.35132500000327,5,133.35994116700022,136.36391108299722,0.6037787910026964,3,3
s01,1,FlatlandCavalry.wav,139.36747325000033,169.57573004200094,2,174.58288575000188,177.58582408299844,0.8489809579987195,5,5
s01,1,Florence+TheMachine.wav,182.59144433299662,212.61115987499943,3,219.61844341699907,222.62242308299756,0.5656849579972913,7,7
s01,1,WendyRene.wav,229.62811570800113,259.64057100000355,5,264.6478988750023,267.6696300830008,0.8573349579964997,5,5
s01,1,Beatles.wav,272.6750325419998,302.68779533299676,4,305.69470824999735,308.698524792002,0.9482022919983137,3,3
s01,1,TownesVanZandt.wav,311.70392279200314,341.71613666699704,5,344.7227417079994,347.72671529200306,0.7102419579969137,3,3
s01,1,PennyPenny.wav,350.73228758299956,380.74439191700367,5,385.75174058300036,388.7594681670016,0.8685385420030798,5,5
s01,1,BobMarley.wav,393.7652525829981,423.7779669169977,4,430.7852549169984,433.7894379999998,0.6554404999988037,7,7
s01,1,Carpenters.wav,440.79538620800304,470.8073802919971,2,477.81469887500134,480.8188470829991,0.714971625006001,7,7
s01,1,Strokes_YouOnlyLiveOnce.wav,487.82448345800367,517.8319462500003,2,520.8392656249998,523.8620193329989,1.4337637499993434,3,3
