sid,run_num,stim_file,onset,offset,ratings,ratings_onset,ratings_offset,response_time,jitter_after_video,jitter_after_rating
s06,1,PennyPenny.wav,10.015840957988985,40.24778329097899,nan,47.253790999995545,50.25395241600927,3,7,7
s06,1,Strokes_YouOnlyLiveOnce.wav,57.258976290991995,87.47189645800972,nan,90.47761279100087,93.47779445798369,3,3,3
s06,1,FlatlandCavalry.wav,96.48238175001461,126.49772491597105,4,133.5034552909783,136.5070229159901,2.2200767080066726,7,7
s06,1,WendyRene.wav,143.51177158299834,173.5216969579924,1,176.52828895801213,179.53188554098597,0.966652334027458,3,3
s06,1,America.wav,182.53641487500863,212.54122995800572,nan,215.54702987498604,218.54717458301457,3,3,3
s06,1,Beatles.wav,221.55167183297453,251.5617904579849,3,256.56781974999467,259.5714170829742,0.9571562079945579,5,5
s06,1,SaintMotel.wav,264.57584941596724,294.585763207986,3,299.59172933298396,302.61384658300085,0.7240332500077784,5,5
s06,1,BobMarley.wav,307.6183597500203,337.62861883296864,3,344.64012116601225,347.643281415978,1.5697750839754008,7,7
s06,1,ArcadeFire.wav,354.647798541002,384.6580312909791,2,391.66357387497555,394.6669631659752,0.738853916991502,7,7
s06,1,TownesVanZandt.wav,401.6717489580042,431.68179895798676,2,436.6879061660147,439.69133216596674,0.7332172919996083,5,5
s06,1,Florence+TheMachine.wav,444.6958506249939,474.71187962498516,4,479.71770899998955,482.7213648330071,0.9866851249826141,5,5
s06,1,Carpenters.wav,487.72605624998687,517.7357007910032,2,520.741705916007,523.7560683329939,2.083036958996672,3,3
