sid,run_num,stim_file,video_onset,key_pressed,key_pressed_onset,key_pressed_RT,video_offset
s07,3,JimGaffigan.mp4,10.016309416037984,1,70.79016708303243,104.75460575096076,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,74.65970125002787,108.62413983396254,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,83.63553991605295,117.59997850097716,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,90.27666270802729,124.24110200098949,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,95.8451577500091,129.80959475098643,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,104.42305104102707,138.38748950097943,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,112.2641831250512,146.22862162598176,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,143.66271579102613,177.62715466698864,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,147.2299011660507,181.19433800096158,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,155.17377729102736,189.13821600098163,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,157.81069054099498,191.77512925100746,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,162.84854683303274,196.81298562599113,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,167.85606654104777,201.8205059589818,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,176.16168658301467,210.12612537597306,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,178.26386258302955,212.22830054198857,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,213.99635900004068,247.9607978760032,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,262.68269254104234,296.6471334169619,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,271.62435441603884,305.58879279199755,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,290.7072157500079,324.6716551259742,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,397.8851724160486,431.8496115009766,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,401.8835361660458,435.84797554201214,416.9343363750377
s07,3,JimGaffigan.mp4,10.016309416037984,1,409.93681937502697,443.90125987597276,416.9343363750377
