sid,run_num,stim_file,video_onset,key_pressed,key_pressed_onset,key_pressed_RT,video_offset
s05,3,JimGaffigan.mp4,10.015404500009026,1,14.640268457995262,49.5436210000189,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,76.23428400000557,111.13763574999757,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,86.31224862497766,121.21560204197885,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,91.31643900001654,126.21979012497468,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,107.2660458330065,142.16939616698073,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,130.37223241699394,165.27558437502012,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,148.26373841700843,183.16708912496688,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,230.81740912498208,265.72076100000413,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,244.86407083302038,279.76742225000635,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,288.6420784170041,323.54543083399767,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,318.33833645802224,353.2416878750082,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,321.307432667003,356.21078308398137,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,330.11576891702134,365.01911879196996,416.90181304200087
s05,3,JimGaffigan.mp4,10.015404500009026,1,352.3725124170305,387.27586429199437,416.90181304200087
