sid,run_num,stim_file,onset,offset,ratings,ratings_onset,ratings_offset,response_time,jitter_after_video,jitter_after_rating
s05,1,TownesVanZandt.wav,10.021934375050478,40.265342625032645,nan,43.272162791050505,46.27232787501998,3,3,3
s05,1,BobMarley.wav,49.277142250037286,79.29288816603366,5,82.30217358301161,85.31090420804685,0.773130375018809,3,3
s05,1,WendyRene.wav,88.3146108330111,118.34835208300501,2,121.35349708300782,124.35690358304419,2.328580250032246,3,3
s05,1,Strokes_YouOnlyLiveOnce.wav,127.36058358300943,157.57620908302488,5,162.58188654104015,165.5853103750269,1.8562510829651728,5,5
s05,1,Florence+TheMachine.wav,170.58997691603145,200.60952045803424,4,207.6155228750431,210.61903508304385,0.5915799170034006,7,7
s05,1,Beatles.wav,217.62296258303104,247.63580425002147,5,254.64164095802698,257.6449767500162,0.8195904580061324,7,7
s05,1,America.wav,264.64973416604334,294.65676887502195,3,299.66236512502655,302.665784041048,1.364011958008632,5,5
s05,1,FlatlandCavalry.wav,307.6706017910037,337.6780971660046,1,342.68406966602197,345.7054370830301,0.9123740830109455,5,5
s05,1,PennyPenny.wav,350.7101075000246,380.7269635000266,1,385.73300870804815,388.7361254580319,0.5084938749787398,5,5
s05,1,Carpenters.wav,393.74089791602455,423.7554687910015,3,430.7613932079985,433.7649662080221,0.6256744160200469,7,7
s05,1,ArcadeFire.wav,440.7696154160076,470.78205012500985,5,477.7880821659928,480.7914761660504,0.8123382080229931,7,7
s05,1,SaintMotel.wav,487.79553483304335,517.8092957500485,4,520.8191114580259,523.8412751660217,0.9611018750001676,3,3
