sid,run_num,stim_file,video_onset,key_pressed,key_pressed_onset,key_pressed_RT,video_offset
s04,3,JimGaffigan.mp4,10.014748292014701,1,16.373499500012258,35.488167748990236,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,36.0585489590012,55.173215873976005,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,86.37761900000623,105.49228741598199,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,89.91398387501249,109.02865133297746,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,96.35424091701861,115.4689101659751,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,106.82992175000254,125.94458862399915,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,121.84551633402589,140.96018487398396,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,123.8480753750191,142.9627421659825,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,138.0282344170264,157.14290183299454,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,148.03811933399993,167.15278654097347,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,154.24477404201753,173.3594425409974,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,156.91360216701287,176.02827024899307,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,163.82115083400276,182.9358197489928,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,168.72281604201999,187.83748208297766,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,171.19371358401258,190.30838104098802,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,177.96932595901308,197.08399399899645,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,187.74453520899988,206.85920212397468,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,201.85907133400906,220.97373845797847,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,204.89426191701205,224.00892874898273,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,215.93955787501181,235.05422549898503,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,231.22309141702135,250.33775966599933,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,234.15777795901522,253.27244524899288,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,243.86761445901357,262.982282373996,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,246.33706383401295,265.45173216599505,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,257.6815375840233,276.79620595797314,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,273.6970465420163,292.8117141239927,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,293.75074791701627,312.8654158739955,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,296.6235394170217,315.73820691599394,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,298.59047091699904,317.70513541597757,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,318.48997379202046,337.60463941597845,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,341.9881970420247,361.1028653739777,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,347.7592050000094,366.87387299898546,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,350.7622972500103,369.8769652489864,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,355.5336408340081,374.648309790995,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,366.48258375001024,385.59725395799614,416.7225832500262
s04,3,JimGaffigan.mp4,10.014748292014701,1,367.54738679202273,386.6620550409716,416.7225832500262
