sid,run_num,stim_file,video_onset,key_pressed,key_pressed_onset,key_pressed_RT,video_offset
s03,3,JimGaffigan.mp4,10.028792375000194,1,14.918919957999606,24.133666124995216,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,16.88795408299484,26.102699458991992,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,31.102074665992404,40.31681970899808,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,36.474246624988155,45.68899124999007,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,43.94902433299285,53.16376837500138,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,58.298085749993334,67.5128307089908,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,71.00867787499737,80.22342262500024,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,82.78677724998852,92.00152216698916,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,90.22691724999459,99.44166308399872,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,99.13699837499007,108.35174258399638,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,99.90484633299639,109.11959216700052,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,100.33658074999403,109.5513257089915,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,106.74246308299189,115.95720645900292,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,108.1108683749917,117.32561220899515,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,109.4104161659925,118.62515879199782,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,109.8800127079885,119.09475620900048,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,135.57258849999926,144.78733416699106,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,170.40984249999747,179.62458812499244,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,178.15182774999994,187.36657191699487,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,204.60672066599363,213.82146370899864,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,218.52111141599016,227.73585554199235,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,245.0165176659939,254.23126204199798,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,256.930864665992,266.14560950000305,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,282.3204762079986,291.53522183399764,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,314.15314737499284,323.3678922919935,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,329.73733220799477,338.95207716699224,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,342.1738610409957,351.38860437499534,416.7133754159877
s03,3,JimGaffigan.mp4,10.028792375000194,1,402.81043837498873,412.0251828749897,416.7133754159877
