sid,run_num,stim_file,video_onset,key_pressed,key_pressed_onset,key_pressed_RT,video_offset
s02,3,JimGaffigan.mp4,10.029403250009636,1,36.00112295799772,82.01416304099257,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,74.67172383300203,120.68476045798161,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,90.78782487500575,136.80086037499132,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,107.2386345420091,153.25166974999593,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,130.16000945800624,176.17304620798677,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,162.755143375005,208.76817945798393,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,184.51538662500388,230.52842404098192,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,212.80961787499837,258.82265458298207,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,231.36132829199778,277.3743649159878,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,257.8884231250122,303.9014597909845,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,271.4315954170015,317.44462987498264,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,292.68972999999824,338.7027671659889,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,320.68279045799864,366.6958259999956,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,329.7592425420007,375.77227958299045,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,345.9751693330036,391.9882059159863,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,371.30218137500924,417.31521854098537,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,381.5114171669993,427.52445429099316,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,384.714405250008,430.72744237499137,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,391.48700179200387,437.5000367499888,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,409.7549032079987,455.7679387909884,416.9304053750093
s02,3,JimGaffigan.mp4,10.029403250009636,1,414.1613563330029,460.1743930409866,416.9304053750093
